make|model|sales
Rolls-Royce|Dawn|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mini|Cooper Countryman|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mini|3 Door|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Lexus|LX|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Renault|Kiger|{'Aug 22': 2641, 'Aug 23': 929, 'Dec 22': 2096, 'Dec 23': 865, 'Feb 23': 1802, 'Feb 24': 1047, 'Jan 23': 1153, 'Jan 24': 750, 'Jul 22': 2597, 'Jul 23': 1043, 'Jun 22': 3411, 'Jun 23': 1844, 'Mar 23': 1568, 'Mar 24': 1050, 'May 22': 1380, 'May 23': 1713, 'Nov 22': 2278, 'Nov 23': 530, 'Oct 22': 2685, 'Oct 23': 912, 'Sep 22': 2535, 'Sep 23': 980}
Ferrari|F8 Tributo|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Ferrari|SF90 Stradale|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Ferrari|812|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Maserati|Quattroporte|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Isuzu|S-Cab|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Maserati|Ghibli|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Isuzu|Hi-Lander|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Maserati|GranTurismo|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Maserati|GranCabrio|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Isuzu|V-Cross|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Isuzu|MU-X|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Isuzu|D-Max|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mclaren|GT|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mclaren|750S|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Force|Gurkha|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Force|Gurkha 5 Door|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Ferrari|Roma|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Ferrari|296 GTB|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|G-Class|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Aston Martin|DBX|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|C-Class|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|GLS|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|A Class Sedan Limousine|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|GLA|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|GLC|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|Maybach S-Class|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|E-Class|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|GLE-Class|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|GLB|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|AMG E 53 Cabriolet|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|GLC Coupe|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Aston Martin|Vantage|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|AMG E 53|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|AMG A 45 S|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Aston Martin|DB 12|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|S Class|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Pravaig|Defy|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|EQS|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|AMG GLE 53 Coupe|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|AMG GLC 43|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Bajaj|Qute (RE60)|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Strom Motors|R3|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Bentley|Bentayga|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Porsche|911|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Audi|A6|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|EQB|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Volkswagen|Taigun|{'Aug 22': 1019, 'Aug 23': 1943, 'Dec 22': 2691, 'Dec 23': 2456, 'Feb 23': 1657, 'Feb 24': 1286, 'Jan 23': 1455, 'Jan 24': 1275, 'Jul 22': 1408, 'Jul 23': 1908, 'Jun 22': 1327, 'Jun 23': 1449, 'Mar 23': 1976, 'Mar 24': 1588, 'May 22': 1268, 'May 23': 1484, 'Nov 22': 1979, 'Nov 23': 1771, 'Oct 22': 2355, 'Oct 23': 2219, 'Sep 22': 1994, 'Sep 23': 1586}
Citroen|C3 Aircross|{'Aug 22': 0, 'Aug 23': 51, 'Dec 22': 0, 'Dec 23': 339, 'Feb 23': 0, 'Feb 24': 127, 'Jan 23': 0, 'Jan 24': 231, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': 0, 'Mar 24': 211, 'May 22': None, 'May 23': None, 'Nov 22': 21, 'Nov 23': 5, 'Oct 22': 0, 'Oct 23': 224, 'Sep 22': 0, 'Sep 23': 400}
BYD Auto|E6 Electric|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|AMG E 63|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mclaren|720S|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Mercedes-Benz|EQE|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
Tata|Nexon|{'Aug 22': 15085, 'Aug 23': 8049, 'Dec 22': 12053, 'Dec 23': 15284, 'Feb 23': 13914, 'Feb 24': 14395, 'Jan 23': 15567, 'Jan 24': 17182, 'Jul 22': 14214, 'Jul 23': 12349, 'Jun 22': 14295, 'Jun 23': 13827, 'Mar 23': 14769, 'Mar 24': 14058, 'May 22': 14614, 'May 23': 14423, 'Nov 22': 15871, 'Nov 23': 14916, 'Oct 22': 13767, 'Oct 23': 16887, 'Sep 22': 14518, 'Sep 23': 15325}
Renault|Kwid|{'Aug 22': 1704, 'Aug 23': 883, 'Dec 22': 1827, 'Dec 23': 457, 'Feb 23': 1758, 'Feb 24': 828, 'Jan 23': 59, 'Jan 24': 856, 'Jul 22': 1329, 'Jul 23': 762, 'Jun 22': 2560, 'Jun 23': 1349, 'Mar 23': 1283, 'Mar 24': 928, 'May 22': 1520, 'May 23': 797, 'Nov 22': 1497, 'Nov 23': 610, 'Oct 22': 1894, 'Oct 23': 869, 'Sep 22': 2001, 'Sep 23': 747}
Audi|RS E-Tron GT|{'Aug 22': None, 'Aug 23': None, 'Dec 22': None, 'Dec 23': None, 'Feb 23': None, 'Feb 24': None, 'Jan 23': None, 'Jan 24': None, 'Jul 22': None, 'Jul 23': None, 'Jun 22': None, 'Jun 23': None, 'Mar 23': None, 'Mar 24': None, 'May 22': None, 'May 23': None, 'Nov 22': None, 'Nov 23': None, 'Oct 22': None, 'Oct 23': None, 'Sep 22': None, 'Sep 23': None}
